username;password;email;firstname;lastname;city;country;cohort1
alamiromckinnon;1$#UyQg0;alamiromckinnon@mail.local;Alamiro;McKinnon;Nova Santa Rosa;BR;T02
martopike;Q%adX64$;martopike@mail.local;Marto;Pike;Porto Vitória;BR;T02
guidoengland;%18I#Ssb;guidoengland@mail.local;Guido;England;Nova Aliança do Ivaí;BR;T02
ruimcmillan;O$lY7h0#;ruimcmillan@mail.local;Rui;McMillan;Conselheiro Mairinck;BR;T02
erciliosmart;@iJB#75o;erciliosmart@mail.local;Ercílio;Smart;Bom Sucesso;BR;T02
boaventurawarren;1%@j9EdV;boaventurawarren@mail.local;Boaventura;Warren;Pérola;BR;T02
ludovinoquinlan;cU4@%6tW;ludovinoquinlan@mail.local;Ludovino;Quinlan;Quatro Pontes;BR;T02
isaquearmstrong;wP7@9R$x;isaquearmstrong@mail.local;Isaque;Armstrong;São Pedro do Ivaí;BR;T02
satiropalmer;%uFO@6h1;satiropalmer@mail.local;Sátiro;Palmer;Turvo;BR;T02
gabinopearson;7@PvyH#5;gabinopearson@mail.local;Gabino;Pearson;São Carlos do Ivaí;BR;T02
constncioholder;x#3El7G&;constncioholder@mail.local;Constâncio;Holder;Laranjeiras do Sul;BR;T02
selesopritchard;8@%5LcxH;selesopritchard@mail.local;Seleso;Pritchard;São Jorge do Ivaí;BR;T02
mauroray;%#3FV0fx;mauroray@mail.local;Mauro;Ray;Bom Jesus do Sul;BR;T02
tacianodrake;SdN4%e@9;tacianodrake@mail.local;Taciano;Drake;Mato Rico;BR;T02
bertilsomerville;7D8$%tuR;bertilsomerville@mail.local;Bértil;Somerville;Mandaguaçu;BR;T02
cristianobrowne;@$5nMO4j;cristianobrowne@mail.local;Cristiano;Browne;Pontal do Paraná;BR;T02
ivendempsey;5spK#Q0&;ivendempsey@mail.local;Íven;Dempsey;Santo Antônio do Caiuá;BR;T02
hermiterioorr;qXk2Z%4&;hermiterioorr@mail.local;Hermitério;Orr;Piraí do Sul;BR;T02
alivioayers;#V98Zo$y;alivioayers@mail.local;Alívio;Ayers;Bela Vista da Caroba;BR;T02
alderbates;R@Wan%72;alderbates@mail.local;Alder;Bates;Campo do Tenente;BR;T02
elsiopierce;L02Z%i$w;elsiopierce@mail.local;Élsio;Pierce;Palmas;BR;T02
simaowhalen;GqJ1n$@6;simaowhalen@mail.local;Simão;Whalen;Centenário do Sul;BR;T02
inaciospears;IE1&qr5#;inaciospears@mail.local;Inácio;Spears;Almirante Tamandaré;BR;T02
moisesdobson;a&sH30S#;moisesdobson@mail.local;Moisés;Dobson;Santa Cecília do Pavão;BR;T02
clemenciojones;&1vG5B#x;clemenciojones@mail.local;Clemêncio;Jones;Salto do Lontra;BR;T02
nicodemoskemp;&k1Rg%K9;nicodemoskemp@mail.local;Nicodemos;Kemp;Itambaracá;BR;T02
maprilyen;Rb28O%d&;maprilyen@mail.local;Mapril;Yen;Foz do Iguaçu;BR;T02
mesaquehicks;4&sY7X$b;mesaquehicks@mail.local;Mesaque;Hicks;Indianópolis;BR;T02
cesarioclifford;@xD3e%0N;cesarioclifford@mail.local;Cesário;Clifford;Campo Largo;BR;T02
ludovinomcdaniel;U$w16Zd&;ludovinomcdaniel@mail.local;Ludovino;McDaniel;Iretama;BR;T02
yanmcleod;&m8$wK9Y;yanmcleod@mail.local;Yan;McLeod;Diamante do Sul;BR;T02
aminadabemurray;XhY34d#$;aminadabemurray@mail.local;Aminadabe;Murray;Guaraqueçaba;BR;T02
leobertoleslie;vI9$1K&h;leobertoleslie@mail.local;Leoberto;Leslie;Iretama;BR;T02
vivaldofletcher;6nG9Y@%y;vivaldofletcher@mail.local;Vivaldo;Fletcher;Lupionópolis;BR;T02
faustofallon;5wg9B%G@;faustofallon@mail.local;Fausto;Fallon;Alto Paraná;BR;T02
almirograntham;4s%0#LMk;almirograntham@mail.local;Almiro;Grantham;Paulo Frontin;BR;T02
miltonfinnegan;cB#%K8q7;miltonfinnegan@mail.local;Mílton;Finnegan;Itaguajé;BR;T02
nilomueller;ha8&Z5$H;nilomueller@mail.local;Nilo;Mueller;Xambrê;BR;T02
lucianomcpherson;1Ye#d4@O;lucianomcpherson@mail.local;Luciano;McPherson;São Pedro do Paraná;BR;T02
norivaladair;a$V9O#g0;norivaladair@mail.local;Norival;Adair;Corumbataí do Sul;BR;T02
quiriobenson;$I4@zB7q;quiriobenson@mail.local;Quírio;Benson;Ivaiporã;BR;T02
seniohall;q%wS0Y2&;seniohall@mail.local;Sénio;Hall;Guaraci;BR;T02
igorjohnson;p@P9$8oS;igorjohnson@mail.local;Igor;Johnson;Sapopema;BR;T02
severinohenderson;7s@G5#Kj;severinohenderson@mail.local;Severino;Henderson;Honório Serpa;BR;T02
laudelinolowe;#B8$j0Fm;laudelinolowe@mail.local;Laudelino;Lowe;Santa Maria do Oeste;BR;T02
heliomclaughlin;$@s2oFE9;heliomclaughlin@mail.local;Hélio;McLaughlin;Nova Cantu;BR;T02
belisarioromero;7D$3K@vh;belisarioromero@mail.local;Belisário;Romero;Pitangueiras;BR;T02
casimirosnyder;J8p#V3n$;casimirosnyder@mail.local;Casimiro;Snyder;Marquinho;BR;T02
dirquerogers;q15mPW$#;dirquerogers@mail.local;Dirque;Rogers;Campina do Simão;BR;T02
persiochurchill;$#c7gWC3;persiochurchill@mail.local;Pérsio;Churchill;Ivaté;BR;T02
tacioroth;#PsX3g&1;tacioroth@mail.local;Tácio;Roth;Palmeira;BR;T02
mauricioshaffer;%#8HiL0y;mauricioshaffer@mail.local;Maurício;Shaffer;Doutor Ulysses;BR;T02
agenorhunt;2p@B8Vt#;agenorhunt@mail.local;Agenor;Hunt;Guarapuava;BR;T02
nobregustafson;4N#0W%ez;nobregustafson@mail.local;Nobre;Gustafson;Mato Rico;BR;T02
emausmckinnon;4$nA%mI6;emausmckinnon@mail.local;Emaús;McKinnon;Quitandinha;BR;T02
rapazcurtis;&hG6V4o$;rapazcurtis@mail.local;Rapaz;Curtis;Enéas Marques;BR;T02
quilianoroberts;w@3u4HS&;quilianoroberts@mail.local;Quiliano;Roberts;Santa Inês;BR;T02
quintinoreynolds;8bCwQ2&@;quintinoreynolds@mail.local;Quintino;Reynolds;Santa Izabel do Oeste;BR;T02
claudiokoch;n@17h%XY;claudiokoch@mail.local;Cláudio;Koch;Quatro Pontes;BR;T02
sariowarner;@DgT36&w;sariowarner@mail.local;Sário;Warner;Arapoti;BR;T02
guterreclifford;p&Jo@54R;guterreclifford@mail.local;Guterre;Clifford;Assis Chateaubriand;BR;T02
cesarorice;i3U%#gN5;cesarorice@mail.local;Césaro;Rice;Itapejara D´oeste;BR;T02
benevenutocruz;$&38TJun;benevenutocruz@mail.local;Benevenuto;Cruz;Nova Londrina;BR;T02
aprigiofitzsimmons;i&E4Y@l0;aprigiofitzsimmons@mail.local;Aprígio;Fitzsimmons;Alvorada do Sul;BR;T02
nicasiofinn;mK@2Un$9;nicasiofinn@mail.local;Nicásio;Finn;Uraí;BR;T02
adriaoleach;l9@%8RQi;adriaoleach@mail.local;Adrião;Leach;São Miguel do Iguaçu;BR;T02
prosperowalton;&P1B3mz$;prosperowalton@mail.local;Próspero;Walton;Rio Bom;BR;T02
gueirhall;2Mq9H%w$;gueirhall@mail.local;Gueir;Hall;Lapa;BR;T02
djalmapope;3$USr%1x;djalmapope@mail.local;Djalma;Pope;Mirador;BR;T02
barnabeharding;&Vf4N3m$;barnabeharding@mail.local;Barnabé;Harding;Honório Serpa;BR;T02
sesinandomueller;WLl#6&1e;sesinandomueller@mail.local;Sesinando;Mueller;Laranjal;BR;T02
abraaoharris;Ba%37@Ck;abraaoharris@mail.local;Abraão;Harris;Santo Antônio do Caiuá;BR;T02
brunocardenas;y3A#Io@0;brunocardenas@mail.local;Bruno;Cardenas;Palmeira;BR;T02
teodororyan;Osy@7%6V;teodororyan@mail.local;Teodoro;Ryan;Pato Bragado;BR;T02
penielnorris;5HNl9g@#;penielnorris@mail.local;Peniel;Norris;Moreira Sales;BR;T02
lisandrohunter;@$Gl9Q8b;lisandrohunter@mail.local;Lisandro;Hunter;Formosa do Oeste;BR;T02
osvaldowyatt;C%0q#P1i;osvaldowyatt@mail.local;Osvaldo;Wyatt;Vila Alta;BR;T02
falcohubbard;%&53OZbt;falcohubbard@mail.local;Falco;Hubbard;Colorado;BR;T02
tierriweeks;RD2&%vy8;tierriweeks@mail.local;Tierri;Weeks;São José da Boa Vista;BR;T02
hazaelhoffman;s$Q@kV30;hazaelhoffman@mail.local;Hazael;Hoffman;Iguaraçu;BR;T02
rufinodouglas;0dR4%Zg@;rufinodouglas@mail.local;Rufino;Douglas;Ortigueira;BR;T02
americoyelchin;9%x4U$Fh;americoyelchin@mail.local;Américo;Yelchin;Toledo;BR;T02
vilmarleonard;&%0dW7Vc;vilmarleonard@mail.local;Vílmar;Leonard;Grandes Rios;BR;T02
valentinooneal;0H@hF2#l;valentinooneal@mail.local;Valentino;O’Neal;Moreira Sales;BR;T02
silviofernandez;$dNb05&E;silviofernandez@mail.local;Sílvio;Fernandez;Campo Largo;BR;T02
justinianoterry;WevY$@47;justinianoterry@mail.local;Justiniano;Terry;Joaquim Távora;BR;T02
celestinopope;KU1k&n3%;celestinopope@mail.local;Celestino;Pope;Santa Isabel do Ivaí;BR;T02
leobertorandall;#$e2p0FD;leobertorandall@mail.local;Leoberto;Randall;Irati;BR;T02
policarpochaney;p9#P&T4q;policarpochaney@mail.local;Policarpo;Chaney;Campo Largo;BR;T02
noelgutierrez;7XfD4$a%;noelgutierrez@mail.local;Noel;Gutierrez;Boa Vista da Aparecida;BR;T02
janardochristian;$sf6@GZ0;janardochristian@mail.local;Janardo;Christian;Maripá;BR;T02
cursinobryant;qQ@t&89Z;cursinobryant@mail.local;Cursino;Bryant;Jardim Alegre;BR;T02
telmodugan;@8xMe1#A;telmodugan@mail.local;Telmo;Dugan;Porecatu;BR;T02
liciniochaney;H71@Eh#a;liciniochaney@mail.local;Licínio;Chaney;Serranópolis do Iguaçu;BR;T02
azelioblair;R1%$k9cN;azelioblair@mail.local;Azélio;Blair;Ribeirão Claro;BR;T02
pompeuedwards;w7$B#i4K;pompeuedwards@mail.local;Pompeu;Edwards;Diamante do Norte;BR;T02
delciodriscoll;g58%YN$h;delciodriscoll@mail.local;Délcio;Driscoll;Faxinal;BR;T02
ruriquestanton;70aGkQ@#;ruriquestanton@mail.local;Rurique;Stanton;Mercedes;BR;T02
ingueryan;6$%RfY3m;ingueryan@mail.local;Íngue;Ryan;Laranjal;BR;T02
teodorobenson;QLi0&%x2;teodorobenson@mail.local;Teodoro;Benson;Pinhais;BR;T02
aprigiofournier;0U$J1vd#;aprigiofournier@mail.local;Aprígio;Fournier;Serranópolis do Iguaçu;BR;T02
aquinograham;5$Bh1cF#;aquinograham@mail.local;Aquino;Graham;Joaquim Távora;BR;T02
josesuarez;X1Yj&5p%;josesuarez@mail.local;José;Suarez;Mariluz;BR;T02
brandaocross;6iVq7&Z$;brandaocross@mail.local;Brandão;Cross;Balsa Nova;BR;T02
simplicioparker;R4r5#aY$;simplicioparker@mail.local;Simplício;Parker;Paranapoema;BR;T02
dejalmeguzman;rM@9B$p7;dejalmeguzman@mail.local;Dejalme;Guzman;Palotina;BR;T02
jabimcastro;9lq$5%PU;jabimcastro@mail.local;Jabim;Castro;Anahy;BR;T02
julianoconrad;Ke%3C@5g;julianoconrad@mail.local;Juliano;Conrad;Rio Branco do Ivaí;BR;T02
isaiascameron;@RG1$b8s;isaiascameron@mail.local;Isaías;Cameron;Tomazina;BR;T02
diegohogan;r$WtD#58;diegohogan@mail.local;Diego;Hogan;Ibiporã;BR;T02
levirobinson;#z3$X5uQ;levirobinson@mail.local;Levi;Robinson;Guaíra;BR;T02
octaviodonaldson;C&Qt@h17;octaviodonaldson@mail.local;Octávio;Donaldson;Francisco Beltrão;BR;T02
daniloballard;2znJI@6#;daniloballard@mail.local;Danilo;Ballard;Sapopema;BR;T02
isildogorman;%U5T4x#b;isildogorman@mail.local;Isildo;Gorman;Pérola D´oeste;BR;T02
bertoldohampton;@iX&Q06g;bertoldohampton@mail.local;Bertoldo;Hampton;Ribeirão do Pinhal;BR;T02
priamoreilly;iE%4Q6#h;priamoreilly@mail.local;Priam;O’Reilly;Nova Laranjeiras;BR;T02
aldoward;Xv$1fN9%;aldoward@mail.local;Aldo;Ward;Japira;BR;T02
mesaquelockhart;1IZnd3%@;mesaquelockhart@mail.local;Mesaque;Lockhart;São João do Ivaí;BR;T02
fernaowagner;9WT7ia%#;fernaowagner@mail.local;Fernão;Wagner;Sulina;BR;T02
matusalemfallon;3jD9%x#B;matusalemfallon@mail.local;Matusalém;Fallon;Leópolis;BR;T02
honorioherndon;0Qp@#8Os;honorioherndon@mail.local;Honório;Herndon;Chopinzinho;BR;T02
doriclojenkins;j%@O9Jx7;doriclojenkins@mail.local;Dóriclo;Jenkins;Guaraqueçaba;BR;T02
adamantinohickman;Rcu6@%0D;adamantinohickman@mail.local;Adamantino;Hickman;Ipiranga;BR;T02
denilcox;$60uP%Yv;denilcox@mail.local;Denil;Cox;Itaúna do Sul;BR;T02
oceanoogden;Ab2K$&g6;oceanoogden@mail.local;Oceano;Ogden;Quatro Barras;BR;T02
conradobates;Y@z7xC9&;conradobates@mail.local;Conrado;Bates;Curitiba;BR;T02
balduinopotter;zS1$nJ%8;balduinopotter@mail.local;Balduíno;Potter;Itaipulândia;BR;T02
isaltinowhalen;#Er7e$T4;isaltinowhalen@mail.local;Isaltino;Whalen;Paula Freitas;BR;T02
isidrogorman;6fX&kL7$;isidrogorman@mail.local;Isidro;Gorman;São José Das Palmeiras;BR;T02
giraoramirez;8OD4m$o#;giraoramirez@mail.local;Girão;Ramirez;Mangueirinha;BR;T02
nivaldopotter;M%1&rG2s;nivaldopotter@mail.local;Nivaldo;Potter;Santa Cruz de Monte Castelo;BR;T02
raimackinnon;&8G1eCm$;raimackinnon@mail.local;Rai;MacKinnon;Sulina;BR;T02
quimbowen;8Ds9#Eo%;quimbowen@mail.local;Quim;Bowen;Cerro Azul;BR;T02
eduartinogillespie;I&4@K6am;eduartinogillespie@mail.local;Eduartino;Gillespie;Santa Cecília do Pavão;BR;T02
evangelistahunter;X@4&o9sU;evangelistahunter@mail.local;Evangelista;Hunter;Palmital;BR;T02
marwhalen;9HI@k#5u;marwhalen@mail.local;Mar;Whalen;Paraíso do Norte;BR;T02
baltasarjenkins;4n@E$3Bx;baltasarjenkins@mail.local;Baltasar;Jenkins;Paulo Frontin;BR;T02
norbertomoreno;g#lP6%C4;norbertomoreno@mail.local;Norberto;Moreno;Santa Cruz de Monte Castelo;BR;T02
amndiojackson;z$&AV64m;amndiojackson@mail.local;Amândio;Jackson;Dois Vizinhos;BR;T02
bentoholland;4Ygw@9O&;bentoholland@mail.local;Bento;Holland;Diamante do Norte;BR;T02
hermiteriocompton;&Y52$nDt;hermiteriocompton@mail.local;Hermitério;Compton;Tamboara;BR;T02
orosiobutcher;yu#EB20%;orosiobutcher@mail.local;Orósio;Butcher;Santa Terezinha de Itaipu;BR;T02
giovanimalloy;D$&eU96s;giovanimalloy@mail.local;Giovani;Malloy;Mangueirinha;BR;T02
gileadehealy;cFl56&X#;gileadehealy@mail.local;Gileade;Healy;Santo Antônio da Platina;BR;T02
ludovinovargas;4&3Ve$Ul;ludovinovargas@mail.local;Ludovino;Vargas;Jataizinho;BR;T02
romarigochristian;qBj%$2T1;romarigochristian@mail.local;Romarigo;Christian;Conselheiro Mairinck;BR;T02
charbeljordan;07m%Ao@R;charbeljordan@mail.local;Charbel;Jordan;Manoel Ribas;BR;T02
silvioterry;B%lg90H&;silvioterry@mail.local;Sílvio;Terry;Mauá da Serra;BR;T02
almurtaomonahan;E%8j@eL1;almurtaomonahan@mail.local;Almurtão;Monahan;Cidade Gaúcha;BR;T02
segismundoheath;Q0Ybw1%#;segismundoheath@mail.local;Segismundo;Heath;Lunardelli;BR;T02
rorizklein;$Vl8@7vW;rorizklein@mail.local;Roriz;Klein;Mariópolis;BR;T02
alitostewart;N1P&ns#7;alitostewart@mail.local;Alito;Stewart;Joaquim Távora;BR;T02
antonelomckenna;06u%nPW#;antonelomckenna@mail.local;Antonelo;McKenna;Presidente Castelo Branco;BR;T02
orlandohayes;o%@H5Qy2;orlandohayes@mail.local;Orlando;Hayes;Goioxim;BR;T02
delmirowooten;ScT9@m4%;delmirowooten@mail.local;Delmiro;Wooten;Mercedes;BR;T02
ferrerwest;Bl&8%Wt2;ferrerwest@mail.local;Ferrer;West;Indianópolis;BR;T02
baldomerodunlap;nU#@0Nw8;baldomerodunlap@mail.local;Baldomero;Dunlap;Santa Cecília do Pavão;BR;T02
fulgencioscott;24aFm&J@;fulgencioscott@mail.local;Fulgêncio;Scott;Terra Rica;BR;T02
onofregillespie;OX3%q@x5;onofregillespie@mail.local;Onofre;Gillespie;Pato Bragado;BR;T02
horaciocompton;%ZW5&6yj;horaciocompton@mail.local;Horácio;Compton;Mariluz;BR;T02
heliodorodalton;10W%s#mY;heliodorodalton@mail.local;Heliodoro;Dalton;Mandaguari;BR;T02
melcodalrymple;#AL0%oi4;melcodalrymple@mail.local;Melco;Dalrymple;Terra Roxa;BR;T02
madjerrees;SU%8hg4@;madjerrees@mail.local;Madjer;Rees;Missal;BR;T02
tudedawson;a@#0rMY6;tudedawson@mail.local;Tude;Dawson;Nova Fátima;BR;T02
basiliowoodward;G$Yl%0o8;basiliowoodward@mail.local;Basílio;Woodward;Catanduvas;BR;T02
rubenkoenig;5oL&%2Pe;rubenkoenig@mail.local;Rúben;Koenig;Jundiaí do Sul;BR;T02
atanasiohagan;$oNb07@V;atanasiohagan@mail.local;Atanásio;Hagan;Verê;BR;T02
satiromccollum;YN#9@cm7;satiromccollum@mail.local;Sátiro;McCollum;Porto Amazonas;BR;T02
marciliomorris;Jz2#n@G7;marciliomorris@mail.local;Marcílio;Morris;Mariluz;BR;T02
dinobeck;$qA#F3s6;dinobeck@mail.local;Dino;Beck;Miraselva;BR;T02
valenteokeefe;&kU1vH#4;valenteokeefe@mail.local;Valente;O’Keefe;Clevelândia;BR;T02
lineuwooten;#l@TvZ83;lineuwooten@mail.local;Lineu;Wooten;Rio Branco do Sul;BR;T02
enesmcculloch;P3#bm%Y5;enesmcculloch@mail.local;Enes;McCulloch;Cidade Gaúcha;BR;T02
amaurisnyder;P01k@K&s;amaurisnyder@mail.local;Amauri;Snyder;Bom Jesus do Sul;BR;T02
eulogiomcgregor;q$5@J2kC;eulogiomcgregor@mail.local;Eulógio;McGregor;Icaraíma;BR;T02
deliojarvis;5$4mLSy%;deliojarvis@mail.local;Délio;Jarvis;Santa Inês;BR;T02
cassiocopeland;nH@&03hY;cassiocopeland@mail.local;Cássio;Copeland;Porto Amazonas;BR;T02
afonsinosuarez;aO@$zD97;afonsinosuarez@mail.local;Afonsino;Suarez;Ivaiporã;BR;T02
otacilioprince;%T9iE2$s;otacilioprince@mail.local;Otacílio;Prince;Santa fé;BR;T02
hipolitomunn;eK46%$dO;hipolitomunn@mail.local;Hipólito;Munn;Imbituva;BR;T02
joaslake;&3xSv1%F;joaslake@mail.local;Joás;Lake;Jaguapitã;BR;T02
herculanolaw;@79Z&pkD;herculanolaw@mail.local;Herculano;Law;Uniflor;BR;T02
valterdunlap;D2oYw&#7;valterdunlap@mail.local;Válter;Dunlap;Indianópolis;BR;T02
laerciogreen;M3h@Sz%2;laerciogreen@mail.local;Laércio;Green;Iracema do Oeste;BR;T02
georginohumphrey;vT2N8e$#;georginohumphrey@mail.local;Georgino;Humphrey;Barbosa Ferraz;BR;T02
bertopoole;$4tLn&0U;bertopoole@mail.local;Berto;Poole;Ortigueira;BR;T02
honoriodixon;0#jW@5Po;honoriodixon@mail.local;Honório;Dixon;Catanduvas;BR;T02
torcatogalbraith;P9a1i#U%;torcatogalbraith@mail.local;Torcato;Galbraith;Mangueirinha;BR;T02
boanergesreeves;9#eX6%Mi;boanergesreeves@mail.local;Boanerges;Reeves;Paulo Frontin;BR;T02
marianobradford;0Z#eH%b9;marianobradford@mail.local;Mariano;Bradford;Jacarezinho;BR;T02
jeronimoquinlan;H4h&$Uw1;jeronimoquinlan@mail.local;Jerónimo;Quinlan;Guapirama;BR;T02
everaldobeasley;F@6x$Yv2;everaldobeasley@mail.local;Everaldo;Beasley;Inácio Martins;BR;T02
evencionapier;$4Gy9K&d;evencionapier@mail.local;Evêncio;Napier;Francisco Beltrão;BR;T02
eleazarhackett;pE%#q85S;eleazarhackett@mail.local;Eleazar;Hackett;Ortigueira;BR;T02
jaquegreer;%OMn7m$5;jaquegreer@mail.local;Jaque;Greer;Marumbi;BR;T02
belchiorwilson;c5Ck$9%L;belchiorwilson@mail.local;Belchior;Wilson;Cambé;BR;T02
vidaliolynch;N@5U3o$w;vidaliolynch@mail.local;Vidálio;Lynch;Cruzeiro do Sul;BR;T02
arquimedesdillon;$jR@zQ30;arquimedesdillon@mail.local;Arquimedes;Dillon;Pinhão;BR;T02
rosilbennett;t0@Yq8&A;rosilbennett@mail.local;Rosil;Bennett;Tamarana;BR;T02
aliviomcgee;9Dug5@&C;aliviomcgee@mail.local;Alívio;McGee;Ventania;BR;T02
dagmarbradshaw;48KhgT$#;dagmarbradshaw@mail.local;Dagmar;Bradshaw;Carlópolis;BR;T02
linomaynard;T5&lk3S$;linomaynard@mail.local;Lino;Maynard;Irati;BR;T02
joelmccollum;@QwS67e%;joelmccollum@mail.local;Joel;McCollum;Braganey;BR;T02
donaldoreynolds;&UA54ki#;donaldoreynolds@mail.local;Donaldo;Reynolds;Morretes;BR;T02
euricostewart;$7L%H6ub;euricostewart@mail.local;Eurico;Stewart;Cruzmaltina;BR;T02
aliviobradshaw;$8@QHy6c;aliviobradshaw@mail.local;Alívio;Bradshaw;Santa Izabel do Oeste;BR;T02
paulinopurcell;m76&$CuO;paulinopurcell@mail.local;Paulino;Purcell;Nova Londrina;BR;T02
ambrosiobender;D#Od4@g0;ambrosiobender@mail.local;Ambrósio;Bender;Arapoti;BR;T02
habacucfanning;54ANw@j%;habacucfanning@mail.local;Habacuc;Fanning;Munhoz de Melo;BR;T02
benevenutochoate;@C1%4Era;benevenutochoate@mail.local;Benevenuto;Choate;Jacarezinho;BR;T02
emanuelskinner;$Q%Gan01;emanuelskinner@mail.local;Emanuel;Skinner;Siqueira Campos;BR;T02
ribcaziegler;1xSrU2@#;ribcaziegler@mail.local;Ribca;Ziegler;Cambira;BR;T02
janiqueeaton;@x5A#Iq0;janiqueeaton@mail.local;Janique;Eaton;São João;BR;T02
miqueiasjohnston;$#6op3NQ;miqueiasjohnston@mail.local;Miqueias;Johnston;Nova Aurora;BR;T02
custodiostrong;M47uxV#&;custodiostrong@mail.local;Custódio;Strong;Iguaraçu;BR;T02
leaodonaldson;B@a$iC73;leaodonaldson@mail.local;Leão;Donaldson;Barra do Jacaré;BR;T02
bastiaooconnor;2gQt@#4N;bastiaooconnor@mail.local;Bastião;O’Connor;Maria Helena;BR;T02
garibaldoholder;Vl5@%aF6;garibaldoholder@mail.local;Garibaldo;Holder;Terra Roxa;BR;T02
vianeijarvis;H2i%7Ms@;vianeijarvis@mail.local;Vianei;Jarvis;Ramilândia;BR;T02
jadirsheridan;Ue84&#Ca;jadirsheridan@mail.local;Jadir;Sheridan;Ivatuba;BR;T02
berilohale;R1@f#2lP;berilohale@mail.local;Berilo;Hale;Maringá;BR;T02
rufinoevans;5$p%FAc7;rufinoevans@mail.local;Rufino;Evans;Fazenda Rio Grande;BR;T02
teobaldoarnold;1$gnOZ7@;teobaldoarnold@mail.local;Teobaldo;Arnold;Pinhalão;BR;T02
emausbenton;p7H#u@M4;emausbenton@mail.local;Emaús;Benton;Balsa Nova;BR;T02
joscelinoharrison;qE$5nO1%;joscelinoharrison@mail.local;Joscelino;Harrison;Mercedes;BR;T02
simpliciostack;7%j@Yc6Z;simpliciostack@mail.local;Simplício;Stack;Iguatu;BR;T02
octaviocoyne;$g2Vy4%U;octaviocoyne@mail.local;Octávio;Coyne;Miraselva;BR;T02
daniellindsay;7qLR%@m4;daniellindsay@mail.local;Daniel;Lindsay;São José Dos Pinhais;BR;T02
aladinomorgan;u0%X$2iH;aladinomorgan@mail.local;Aladino;Morgan;Ângulo;BR;T02
gildoatkinson;0o#&OH5a;gildoatkinson@mail.local;Gildo;Atkinson;Rio Negro;BR;T02
aminadabestephens;$u1JS2@a;aminadabestephens@mail.local;Aminadabe;Stephens;Candói;BR;T02
gildaly;e$&3EbH8;gildaly@mail.local;Gil;Daly;Porto Rico;BR;T02
calistosharp;lZ&$4B9w;calistosharp@mail.local;Calisto;Sharp;Salto do Itararé;BR;T02
sanchokeene;4nb@%BK0;sanchokeene@mail.local;Sancho;Keene;Cruzeiro do Iguaçu;BR;T02
renojenkins;0pS%1Je@;renojenkins@mail.local;Reno;Jenkins;Ubiratã;BR;T02
vandocowan;7#4c%HiC;vandocowan@mail.local;Vando;Cowan;Maria Helena;BR;T02
