username;password;email;firstname;lastname;city;country;cohort1
carinerobinson;#S2&Lm4h;carinerobinson@mail.local;Carine;Robinson;Terra Roxa;BR;T02
sulamitaclayton;L$&e28Wo;sulamitaclayton@mail.local;Sulamita;Clayton;Iguatu;BR;T02
francispearson;J$5s7&qO;francispearson@mail.local;Francis;Pearson;Santa Isabel do Ivaí;BR;T02
betinagriffin;#6eU@7Ps;betinagriffin@mail.local;Betina;Griffin;Salgado Filho;BR;T02
elizabetehawkins;7z5@V$uA;elizabetehawkins@mail.local;Elizabete;Hawkins;Altônia;BR;T02
laurenbeck;l74%@KHk;laurenbeck@mail.local;Lauren;Beck;Coronel Vivida;BR;T02
gitabowers;Eb#P9%3d;gitabowers@mail.local;Gita;Bowers;Marmeleiro;BR;T02
xuxadonnelly;dh%Y6$4A;xuxadonnelly@mail.local;Xuxa;Donnelly;Piraí do Sul;BR;T02
lanichristian;@dwG0%5W;lanichristian@mail.local;Lani;Christian;Campina do Simão;BR;T02
xuxablake;@14U&bHc;xuxablake@mail.local;Xuxa;Blake;Quatiguá;BR;T02
teodoramccann;w&bHB0%7;teodoramccann@mail.local;Teodora;McCann;Bituruna;BR;T02
kaylanesherwood;jV1z&%A0;kaylanesherwood@mail.local;Kaylane;Sherwood;Imbaú;BR;T02
ximenagarner;8Y&v6@gF;ximenagarner@mail.local;Ximena;Garner;Ortigueira;BR;T02
marcelinacantu;7UqVx#$1;marcelinacantu@mail.local;Marcelina;Cantu;Nova Aliança do Ivaí;BR;T02
latoniasutton;MxtH4$9&;latoniasutton@mail.local;Latonia;Sutton;Piraquara;BR;T02
jussaracoyne;E1Xm@o$2;jussaracoyne@mail.local;Jussara;Coyne;Boa Ventura de São Roque;BR;T02
franciscaramos;W%$Q86vl;franciscaramos@mail.local;Francisca;Ramos;Grandes Rios;BR;T02
cambytierney;eF0O%7z$;cambytierney@mail.local;Camby;Tierney;Nova Laranjeiras;BR;T02
daianexu;Y6#0ik@H;daianexu@mail.local;Daiane;Xu;Serranópolis do Iguaçu;BR;T02
yanniromero;AM7ei#0%;yanniromero@mail.local;Yanni;Romero;Nova Tebas;BR;T02
camilamartin;@M4hG%p7;camilamartin@mail.local;Camila;Martin;Ubiratã;BR;T02
isaurabrady;E&Ns5k%0;isaurabrady@mail.local;Isaura;Brady;Itaguajé;BR;T02
violettaberry;&gh3UB9$;violettaberry@mail.local;Violetta;Berry;União da Vitória;BR;T02
quirinakenney;%15YnAv$;quirinakenney@mail.local;Quirina;Kenney;Goioerê;BR;T02
karlahead;M5y#Ym$6;karlahead@mail.local;Karla;Head;Marquinho;BR;T02
elaynnecunningham;c&Hw27%E;elaynnecunningham@mail.local;Elaynne;Cunningham;Vitorino;BR;T02
lanischneider;90a@uE%M;lanischneider@mail.local;Lani;Schneider;Siqueira Campos;BR;T02
gabrielegarza;9G@&8dqF;gabrielegarza@mail.local;Gabriele;Garza;Marumbi;BR;T02
gabrieliburton;95yDG#p%;gabrieliburton@mail.local;Gabrieli;Burton;Cantagalo;BR;T02
hildablack;9PAj#$k2;hildablack@mail.local;Hilda;Black;Santa Cecília do Pavão;BR;T02
cambybrown;4aSN&8c#;cambybrown@mail.local;Camby;Brown;Cornélio Procópio;BR;T02
maiarakenney;Qq$%90bE;maiarakenney@mail.local;Maiara;Kenney;Ribeirão do Pinhal;BR;T02
teodoradiaz;yX%2K@5p;teodoradiaz@mail.local;Teodora;Diaz;Almirante Tamandaré;BR;T02
osirisschroeder;4#$mPdL9;osirisschroeder@mail.local;Osíris;Schroeder;Nova Santa Bárbara;BR;T02
raphaellecullen;#Cc9y2F$;raphaellecullen@mail.local;Raphaelle;Cullen;Rancho Alegre D´oeste;BR;T02
danikawaddell;XlU%p0$1;danikawaddell@mail.local;Danika;Waddell;São Mateus do Sul;BR;T02
orianecormier;E3k#2t%G;orianecormier@mail.local;Oriane;Cormier;Quitandinha;BR;T02
helenablack;4&tYi7@U;helenablack@mail.local;Helena;Black;União da Vitória;BR;T02
elizabetegreenwood;wE08lG#$;elizabetegreenwood@mail.local;Elizabete;Greenwood;São José da Boa Vista;BR;T02
francielebailey;yQ4r1I@&;francielebailey@mail.local;Franciele;Bailey;São João do Caiuá;BR;T02
maiaralindsay;$Np4Bg%6;maiaralindsay@mail.local;Maiara;Lindsay;Rebouças;BR;T02
orietecurran;l06OJ%@s;orietecurran@mail.local;Oriete;Curran;Munhoz de Melo;BR;T02
adriellemaloney;&7@cM1Il;adriellemaloney@mail.local;Adrielle;Maloney;Primeiro de Maio;BR;T02
sonjabatchelor;38$N%qRm;sonjabatchelor@mail.local;Sonja;Batchelor;Sarandi;BR;T02
dianecooper;@0m8A%qJ;dianecooper@mail.local;Diane;Cooper;São José Das Palmeiras;BR;T02
teaniraherndon;#%E2rZz5;teaniraherndon@mail.local;Teanira;Herndon;Peabiru;BR;T02
elianepoole;Z&3w6#fS;elianepoole@mail.local;Eliane;Poole;Mandirituba;BR;T02
samantawhittaker;1#lRn$6U;samantawhittaker@mail.local;Samanta;Whittaker;Mandaguaçu;BR;T02
leakoch;%LAz&d13;leakoch@mail.local;Lea;Koch;Palotina;BR;T02
larisamccall;Y%sC62#j;larisamccall@mail.local;Larisa;McCall;Altamira do Paraná;BR;T02
najabragg;M3#@0cxY;najabragg@mail.local;Naja;Bragg;Kaloré;BR;T02
ranildafowler;Cay6&3E%;ranildafowler@mail.local;Ranilda;Fowler;Wenceslau Braz;BR;T02
indirawoodward;4B$5a%Yg;indirawoodward@mail.local;Indira;Woodward;Saudade do Iguaçu;BR;T02
dayanevogel;&b8F4#Ms;dayanevogel@mail.local;Dayane;Vogel;Flórida;BR;T02
rosemaryfrazier;3&@v9AMq;rosemaryfrazier@mail.local;Rosemary;Frazier;Manfrinópolis;BR;T02
elaynnemahoney;6QP1@an$;elaynnemahoney@mail.local;Elaynne;Mahoney;Vila Alta;BR;T02
quesiaferguson;vWU60$#b;quesiaferguson@mail.local;Quésia;Ferguson;Nova Santa Bárbara;BR;T02
cambyaguirre;%mF4&5Go;cambyaguirre@mail.local;Camby;Aguirre;Inajá;BR;T02
jaciaraclifford;S3W7x@&h;jaciaraclifford@mail.local;Jaciara;Clifford;Assis Chateaubriand;BR;T02
margaretepeck;5X4$#Iah;margaretepeck@mail.local;Margarete;Peck;Nova Londrina;BR;T02
fabianaximenes;F#9%Px3v;fabianaximenes@mail.local;Fabiana;Ximenes;Santa Cecília do Pavão;BR;T02
karolchristian;cnH5X%8#;karolchristian@mail.local;Karol;Christian;Itapejara D´oeste;BR;T02
helenrandall;t@J%Iq73;helenrandall@mail.local;Hélen;Randall;Paranapoema;BR;T02
dudasears;q9&#vO2Y;dudasears@mail.local;Duda;Sears;Pinhais;BR;T02
yasmimspears;5EGh#q$8;yasmimspears@mail.local;Yasmim;Spears;Iguatu;BR;T02
sitaperry;LDh0#m$1;sitaperry@mail.local;Sita;Perry;Antônio Olinto;BR;T02
ekikahopper;Obu1Y%8@;ekikahopper@mail.local;Ekika;Hopper;Tapejara;BR;T02
karlytimmons;xt5N@E$9;karlytimmons@mail.local;Karly;Timmons;Entre Rios do Oeste;BR;T02
talytadunlap;b@B#A38a;talytadunlap@mail.local;Talyta;Dunlap;Araucária;BR;T02
violettaxing;%x89@VOr;violettaxing@mail.local;Violetta;Xing;Pinhão;BR;T02
violetajohnston;$A9&S7av;violetajohnston@mail.local;Violeta;Johnston;Campo Bonito;BR;T02
samantaknight;v0#K5%iU;samantaknight@mail.local;Samanta;Knight;Rio Branco do Sul;BR;T02
omeliakenny;Od$b84X@;omeliakenny@mail.local;Omélia;Kenny;Pato Bragado;BR;T02
iasmyrusso;v5%IOr#0;iasmyrusso@mail.local;Iasmy;Russo;Pinhal de São Bento;BR;T02
latoniadickson;d58#@OQo;latoniadickson@mail.local;Latonia;Dickson;Santa Isabel do Ivaí;BR;T02
latoniahuffman;w@%HW48t;latoniahuffman@mail.local;Latonia;Huffman;Flor da Serra do Sul;BR;T02
manuelaphillips;1bJ&5$yT;manuelaphillips@mail.local;Manuela;Phillips;Araucária;BR;T02
suzannyallen;%8Q#1oeO;suzannyallen@mail.local;Suzanny;Allen;Janiópolis;BR;T02
nelitaslaughter;GT%5$7yi;nelitaslaughter@mail.local;Nelita;Slaughter;Maria Helena;BR;T02
edwinaalexander;JxQ$6#2u;edwinaalexander@mail.local;Edwina;Alexander;Cruzeiro do Iguaçu;BR;T02
francieleglover;0Et#6n%Q;francieleglover@mail.local;Franciele;Glover;Marilândia do Sul;BR;T02
gabrielibenton;9$Jp%Rf1;gabrielibenton@mail.local;Gabrieli;Benton;Jaguariaíva;BR;T02
quessiafloyd;O$nT#09j;quessiafloyd@mail.local;Quessia;Floyd;Floraí;BR;T02
gilmarathomson;w2#NLl1%;gilmarathomson@mail.local;Gilmara;Thomson;Centenário do Sul;BR;T02
lunasampson;X#$3tEn4;lunasampson@mail.local;Luna;Sampson;Honório Serpa;BR;T02
yolandaconnolly;@nb7E8$X;yolandaconnolly@mail.local;Yolanda;Connolly;Santa Terezinha de Itaipu;BR;T02
helencook;T3B5$ys%;helencook@mail.local;Hélen;Cook;Santa Mônica;BR;T02
nicolyabernathy;KV%n5#t4;nicolyabernathy@mail.local;Nicoly;Abernathy;Piên;BR;T02
patiencegibbons;LK#&7x3j;patiencegibbons@mail.local;Patience;Gibbons;São José Dos Pinhais;BR;T02
rebeccakilgore;K&q9gR0%;rebeccakilgore@mail.local;Rebecca;Kilgore;Ivaté;BR;T02
maddalenadelaney;17CYaq@%;maddalenadelaney@mail.local;Maddalena;Delaney;Santo Antônio do Paraíso;BR;T02
osvaldastout;6JAyu#&8;osvaldastout@mail.local;Osvalda;Stout;Peabiru;BR;T02
nitalarkin;I7&B1vt#;nitalarkin@mail.local;Nita;Larkin;Reserva;BR;T02
yohannaconley;Q0g$y6#A;yohannaconley@mail.local;Yohanna;Conley;Japurá;BR;T02
luarahartley;wH0k%O3$;luarahartley@mail.local;Luara;Hartley;Nova Aliança do Ivaí;BR;T02
gabriellepennington;8z$2PkV@;gabriellepennington@mail.local;Gabrielle;Pennington;Palotina;BR;T02
zahararowe;C7M2l@$p;zahararowe@mail.local;Zahara;Rowe;Iguatu;BR;T02
joaquinayelchin;4%&o0LOy;joaquinayelchin@mail.local;Joaquina;Yelchin;Rio Branco do Sul;BR;T02
quessiakerr;WmGv02#&;quessiakerr@mail.local;Quessia;Kerr;Telêmaco Borba;BR;T02
ekikakirkland;$1c%0oOM;ekikakirkland@mail.local;Ekika;Kirkland;Peabiru;BR;T02
teodorabaxter;%y0L7m#I;teodorabaxter@mail.local;Teodora;Baxter;Tomazina;BR;T02
dudahooper;6VKu#%9n;dudahooper@mail.local;Duda;Hooper;Mallet;BR;T02
eleonoraloomis;@o6HX$1y;eleonoraloomis@mail.local;Eleonora;Loomis;Pinhal de São Bento;BR;T02
nitafrazier;R8g&u$Q9;nitafrazier@mail.local;Nita;Frazier;Santa Lúcia;BR;T02
gianninasharp;Ao4@w%N7;gianninasharp@mail.local;Giannina;Sharp;Paulo Frontin;BR;T02
raimundafisher;#A$Bw26c;raimundafisher@mail.local;Raimunda;Fisher;Florestópolis;BR;T02
abatirogers;#$iAt8J6;abatirogers@mail.local;Abati;Rogers;Saudade do Iguaçu;BR;T02
zuleicacannon;ua9%4X&J;zuleicacannon@mail.local;Zuleica;Cannon;Nova Tebas;BR;T02
marcelinadavidson;sW6&d%J9;marcelinadavidson@mail.local;Marcelina;Davidson;São José Das Palmeiras;BR;T02
elizabetehayden;$7C&Glj2;elizabetehayden@mail.local;Elizabete;Hayden;Santa Izabel do Oeste;BR;T02
yelenamcgregor;k4Fs@K2$;yelenamcgregor@mail.local;Yelena;McGregor;Jesuítas;BR;T02
daisynicholson;tS15B&i%;daisynicholson@mail.local;Daisy;Nicholson;Paraíso do Norte;BR;T02
julianegoodman;9#Z0&Tpz;julianegoodman@mail.local;Juliane;Goodman;São Carlos do Ivaí;BR;T02
polianaconnell;91#qIaS%;polianaconnell@mail.local;Poliana;Connell;Enéas Marques;BR;T02
violetanorris;D8r$%5Kn;violetanorris@mail.local;Violeta;Norris;Renascença;BR;T02
jussaraduckworth;9Zc2e@&K;jussaraduckworth@mail.local;Jussara;Duckworth;Santa Helena;BR;T02
irmacole;3Vf6$h&N;irmacole@mail.local;Irma;Cole;Cambé;BR;T02
jasminoconnor;W&#h09Et;jasminoconnor@mail.local;Jasmin;O’Connor;Quinta do Sol;BR;T02
carinehatch;e1UG%5&d;carinehatch@mail.local;Carine;Hatch;Dois Vizinhos;BR;T02
marcelaharris;qBO3#x@6;marcelaharris@mail.local;Marcela;Harris;Londrina;BR;T02
latoniasears;UW#c9k&5;latoniasears@mail.local;Latonia;Sears;Itaúna do Sul;BR;T02
elizabeteproctor;t&U$F9j5;elizabeteproctor@mail.local;Elizabete;Proctor;Pontal do Paraná;BR;T02
isaurahowe;65nPz%#H;isaurahowe@mail.local;Isaura;Howe;Cruzmaltina;BR;T02
olgaosullivan;F#7kLb8$;olgaosullivan@mail.local;Olga;O’Sullivan;Guairaçá;BR;T02
yevacahill;m&4zY9X@;yevacahill@mail.local;Yeva;Cahill;Mariópolis;BR;T02
isabellebeasley;IOh%4&0j;isabellebeasley@mail.local;Isabelle;Beasley;Iguatu;BR;T02
kamillymcclellan;FP05$hy@;kamillymcclellan@mail.local;Kamilly;McClellan;Pitangueiras;BR;T02
oliviacameron;v#@oQM86;oliviacameron@mail.local;Olivia;Cameron;Mato Rico;BR;T02
isabelreynolds;$2q%4dLA;isabelreynolds@mail.local;Isabel;Reynolds;Jacarezinho;BR;T02
gitayeun;Yb4M%@d3;gitayeun@mail.local;Gita;Yeun;Ibaiti;BR;T02
zulmiraporterfield;C5lT&e$6;zulmiraporterfield@mail.local;Zulmira;Porterfield;Vila Alta;BR;T02
cameronmeadows;%$zh41LH;cameronmeadows@mail.local;Cameron;Meadows;Arapuã;BR;T02
isabelleperez;@0BZh6$p;isabelleperez@mail.local;Isabelle;Perez;Mandaguaçu;BR;T02
cairumcdaniel;&pE9%mQ8;cairumcdaniel@mail.local;Cairu;McDaniel;Borrazópolis;BR;T02
teodolindahayden;gR46&Vp@;teodolindahayden@mail.local;Teodolinda;Hayden;Lobato;BR;T02
kemalmoser;I$eK&97k;kemalmoser@mail.local;Kemal;Moser;Luiziana;BR;T02
filomenaslaughter;c41C@&Ng;filomenaslaughter@mail.local;Filomena;Slaughter;Santa Amélia;BR;T02
karllamay;3$@0exNX;karllamay@mail.local;Karlla;May;Grandes Rios;BR;T02
cairusandoval;&W#bi5U3;cairusandoval@mail.local;Cairu;Sandoval;Cândido de Abreu;BR;T02
marcelabenton;t&X5@rB4;marcelabenton@mail.local;Marcela;Benton;Arapoti;BR;T02
heliamackenzie;j$%PK62q;heliamackenzie@mail.local;Helia;MacKenzie;Cambará;BR;T02
kasandrawood;t1%#2RoQ;kasandrawood@mail.local;Kasandra;Wood;Campina do Simão;BR;T02
adriellimcdougall;GKf@$0m5;adriellimcdougall@mail.local;Adrielli;McDougall;Quinta do Sol;BR;T02
isabellikendall;k3%2ViT$;isabellikendall@mail.local;Isabelli;Kendall;Bom Sucesso;BR;T02
magalischofield;5@Naf4#V;magalischofield@mail.local;Magali;Schofield;Quatro Pontes;BR;T02
malikaphillips;tV4&#wK9;malikaphillips@mail.local;Malika;Phillips;Ourizona;BR;T02
guilherminafigueroa;lTL6f$&9;guilherminafigueroa@mail.local;Guilhermina;Figueroa;Guaraci;BR;T02
isabelichoate;IvB0#@h4;isabelichoate@mail.local;Isabeli;Choate;Ubiratã;BR;T02
sophiebailey;z4HmJ#%6;sophiebailey@mail.local;Sophie;Bailey;Faxinal;BR;T02
elviraoneil;i$4CO9#q;elviraoneil@mail.local;Elvira;O’Neil;Jataizinho;BR;T02
luaneward;z$76Zw#E;luaneward@mail.local;Luane;Ward;Coronel Domingos Soares;BR;T02
manuellawooten;7@FR9#df;manuellawooten@mail.local;Manuella;Wooten;Itaúna do Sul;BR;T02
luaramonaghan;#e4sTL%2;luaramonaghan@mail.local;Luara;Monaghan;Diamante do Norte;BR;T02
francisroth;ml#E1I@4;francisroth@mail.local;Francis;Roth;Campo do Tenente;BR;T02
gabrielleemery;&X6H4p%x;gabrielleemery@mail.local;Gabrielle;Emery;Salto do Itararé;BR;T02
suzanysharpe;nU%J6#8t;suzanysharpe@mail.local;Suzany;Sharpe;Ribeirão Claro;BR;T02
adrianahenry;15eW@G%k;adrianahenry@mail.local;Adriana;Henry;Palotina;BR;T02
leamaynard;wG@&c31T;leamaynard@mail.local;Lea;Maynard;Lapa;BR;T02
dayanehackett;#H&a4yV5;dayanehackett@mail.local;Dayane;Hackett;Espigão Alto do Iguaçu;BR;T02
danielamcclellan;x&@SpI19;danielamcclellan@mail.local;Daniela;McClellan;Quedas do Iguaçu;BR;T02
sarareid;K1#xw4%H;sarareid@mail.local;Sara;Reid;Campo Magro;BR;T02
floragarner;2$E5p#Wh;floragarner@mail.local;Flora;Garner;Kaloré;BR;T02
heliodoramccoy;a1X3%@bQ;heliodoramccoy@mail.local;Heliodora;McCoy;São Pedro do Iguaçu;BR;T02
bambisandoval;fI%0c&Q5;bambisandoval@mail.local;Bambi;Sandoval;Grandes Rios;BR;T02
tabitabrewer;6$SmbE4&;tabitabrewer@mail.local;Tabita;Brewer;Araucária;BR;T02
adailstevens;5%W@Vcj4;adailstevens@mail.local;Adail;Stevens;Adrianópolis;BR;T02
orlandabarr;e%#mK37G;orlandabarr@mail.local;Orlanda;Barr;Cândido de Abreu;BR;T02
orlandamclean;#Tox&H06;orlandamclean@mail.local;Orlanda;McLean;Tuneiras do Oeste;BR;T02
maranamorrison;dXB0$%1j;maranamorrison@mail.local;Marana;Morrison;Saudade do Iguaçu;BR;T02
teaniradonahue;Z%8#vxK0;teaniradonahue@mail.local;Teanira;Donahue;Mirador;BR;T02
helisatimmons;S#$n6I9b;helisatimmons@mail.local;Helisa;Timmons;Santo Antônio do Sudoeste;BR;T02
tallitasheridan;W@4fV7w%;tallitasheridan@mail.local;Tallita;Sheridan;Presidente Castelo Branco;BR;T02
karenboone;#X4$r6Hi;karenboone@mail.local;Karen;Boone;Moreira Sales;BR;T02
efratamcnally;@O2%7oPv;efratamcnally@mail.local;Efrata;McNally;Araruna;BR;T02
kelikaconnell;d7T6i$@C;kelikaconnell@mail.local;Kelika;Connell;Uniflor;BR;T02
rafaellaoneal;%#5cTVe2;rafaellaoneal@mail.local;Rafaella;O’Neal;Engenheiro Beltrão;BR;T02
kaylanehammond;&PQ65b@d;kaylanehammond@mail.local;Kaylane;Hammond;Paulo Frontin;BR;T02
yasminanderson;0@iF#5Bo;yasminanderson@mail.local;Yasmin;Anderson;Carlópolis;BR;T02
suzannyrankin;#&7m5tNE;suzannyrankin@mail.local;Suzanny;Rankin;Maripá;BR;T02
rosanazahn;%8e#5YSq;rosanazahn@mail.local;Rosana;Zahn;Roncador;BR;T02
saraemery;4cz6&TW#;saraemery@mail.local;Sara;Emery;Braganey;BR;T02
nelitacorbett;$ls54&TG;nelitacorbett@mail.local;Nelita;Corbett;Salto do Lontra;BR;T02
karolainefraser;n@6d7YA%;karolainefraser@mail.local;Karolaine;Fraser;Guaporema;BR;T02
isoldalarsen;8C$%L2og;isoldalarsen@mail.local;Isolda;Larsen;Planalto;BR;T02
najilaperez;F#mQ7e@9;najilaperez@mail.local;Najila;Perez;Assis Chateaubriand;BR;T02
beatesinclair;92QWj&y$;beatesinclair@mail.local;Beate;Sinclair;Paranaguá;BR;T02
vismaramccullough;0$V@4sdJ;vismaramccullough@mail.local;Vismara;McCullough;Quedas do Iguaçu;BR;T02
ursulaboyd;49igCK#%;ursulaboyd@mail.local;Úrsula;Boyd;Icaraíma;BR;T02
maiaracarver;$#7T8sMd;maiaracarver@mail.local;Maiara;Carver;Quatro Pontes;BR;T02
hildalowe;Af&hK18%;hildalowe@mail.local;Hilda;Lowe;Imbaú;BR;T02
danielebuchanan;@s49#tNF;danielebuchanan@mail.local;Daniele;Buchanan;Campina Grande do Sul;BR;T02
karlareed;&a@6kDF9;karlareed@mail.local;Karla;Reed;Icaraíma;BR;T02
iasmybowen;7IO3r@%i;iasmybowen@mail.local;Iasmy;Bowen;Uraí;BR;T02
quesiaharvey;6&3DNb#l;quesiaharvey@mail.local;Quésia;Harvey;Rancho Alegre D´oeste;BR;T02
susanemcallister;#52@vmRF;susanemcallister@mail.local;Susane;McAllister;Corbélia;BR;T02
kaylanemeredith;1#cI5%gR;kaylanemeredith@mail.local;Kaylane;Meredith;Querência do Norte;BR;T02
sheilaogden;&i1%BSm5;sheilaogden@mail.local;Sheila;Ogden;Nova Santa Rosa;BR;T02
cairushelton;&P$l43aR;cairushelton@mail.local;Cairu;Shelton;Santa Tereza do Oeste;BR;T02
teodorasheehan;#EbS2g8%;teodorasheehan@mail.local;Teodora;Sheehan;Ponta Grossa;BR;T02
joseaneorourke;59WX%n@e;joseaneorourke@mail.local;Joseane;O’Rourke;Fernandes Pinheiro;BR;T02
larisaedwards;2Vp%sF@3;larisaedwards@mail.local;Larisa;Edwards;Jandaia do Sul;BR;T02
bambiingram;3FH&yv8@;bambiingram@mail.local;Bambi;Ingram;Cambé;BR;T02
elaynecooney;g@#C9Pf3;elaynecooney@mail.local;Elayne;Cooney;Chopinzinho;BR;T02
maiaguthrie;I@Lf81%k;maiaguthrie@mail.local;Maia;Guthrie;Laranjal;BR;T02
adailjarvis;7EG%x2y@;adailjarvis@mail.local;Adail;Jarvis;Pérola D´oeste;BR;T02
heliodorareid;ipR#84$C;heliodorareid@mail.local;Heliodora;Reid;Diamante do Norte;BR;T02
lauracarey;$@1B9hGz;lauracarey@mail.local;Laura;Carey;Manoel Ribas;BR;T02
rebeccahudson;H4&%Yr5q;rebeccahudson@mail.local;Rebecca;Hudson;Terra Rica;BR;T02
indirabarton;TRt5&#0u;indirabarton@mail.local;Indira;Barton;Santo Antônio da Platina;BR;T02
yannimcallister;Q@r47&Tq;yannimcallister@mail.local;Yanni;McAllister;Farol;BR;T02
urniamcfadden;B6i#V3%u;urniamcfadden@mail.local;Urânia;McFadden;Antônio Olinto;BR;T02
helmalawrence;t%&F56yB;helmalawrence@mail.local;Helma;Lawrence;Pitangueiras;BR;T02
dandaramonroe;0O$9Q@al;dandaramonroe@mail.local;Dandara;Monroe;São José Das Palmeiras;BR;T02
wilmaday;#oM7p6&E;wilmaday@mail.local;Wilma;Day;Inajá;BR;T02
haidemccarthy;#cH5k1@X;haidemccarthy@mail.local;Haidê;McCarthy;Imbaú;BR;T02
otilianachilders;X0Zv$c6%;otilianachilders@mail.local;Otiliana;Childers;Imbituva;BR;T02
heliastack;5q$iYB@3;heliastack@mail.local;Helia;Stack;São Miguel do Iguaçu;BR;T02
ursiciananewton;Vq@Pk&27;ursiciananewton@mail.local;Ursiciana;Newton;Salgado Filho;BR;T02
kelikaschaefer;i5N2R@h&;kelikaschaefer@mail.local;Kelika;Schaefer;Floresta;BR;T02
bethanyholman;06P$&fuU;bethanyholman@mail.local;Bethany;Holman;Nova Prata do Iguaçu;BR;T02
francishalsey;%t$SoP60;francishalsey@mail.local;Francis;Halsey;Pitanga;BR;T02
adriannenewton;t02AeM$&;adriannenewton@mail.local;Adrianne;Newton;Lobato;BR;T02
deborahgibbs;c95d$%YG;deborahgibbs@mail.local;Deborah;Gibbs;Arapuã;BR;T02
louiseferguson;&Yuv27@Q;louiseferguson@mail.local;Louise;Ferguson;Sulina;BR;T02
teaniraholloway;3HmB4@#u;teaniraholloway@mail.local;Teanira;Holloway;Imbaú;BR;T02
mabelcallahan;q9#@Gd5Y;mabelcallahan@mail.local;Mabel;Callahan;Santa Mônica;BR;T02
betinabeebe;2Ft8@p&J;betinabeebe@mail.local;Betina;Beebe;Vila Alta;BR;T02
otilianacarter;1&U7C$hn;otilianacarter@mail.local;Otiliana;Carter;Santa Lúcia;BR;T02
adriannamckay;tp%H&I85;adriannamckay@mail.local;Adrianna;McKay;Araucária;BR;T02
tarsilacampbell;OxTm2#5%;tarsilacampbell@mail.local;Tarsila;Campbell;Bituruna;BR;T02
cameronsimmons;t%$R4Er1;cameronsimmons@mail.local;Cameron;Simmons;Rio Bonito do Iguaçu;BR;T02
kaylanemccurdy;%hR8N$1o;kaylanemccurdy@mail.local;Kaylane;McCurdy;Campina da Lagoa;BR;T02
joycemacleod;#AciC0%4;joycemacleod@mail.local;Joyce;MacLeod;Cruzmaltina;BR;T02
abatitaylor;@%9dUYx5;abatitaylor@mail.local;Abati;Taylor;Iguatu;BR;T02
